ClientID,Name,District,State,Client UID,id
ZW020835,Nyambudzi Clinic,Mbire,Mashonaland Central,0168ba92a54c45299876d670a127920d,client-1034
ZW020834,Chirunya Clinic,Mbire,Mashonaland Central,d5775e380b6d429781cbbe8a31ac149d,client-1035
ZW020833,Mahuwe Clinic,Mbire,Mashonaland Central,f4bb35d61c624da98c43ed2a1af91a04,client-1036
ZW020832,Musengezi Clinic,Mbire,Mashonaland Central,2472779b28ce427294fdf63c1fd9ffe2,client-1037
ZW020831,Gonono Clinic,Mbire,Mashonaland Central,f0ce79b370b8482cb332f188c76e3356,client-1038
ZW020830,Chikafa Clinic,Mbire,Mashonaland Central,475f088baf704ab29a7e1d1d0ba78e67,client-1039
ZW080505,Mutimurefu Rural Health Centre,Masvingo,Masvingo,5047bdf97aba4d898cef815f93a0cf4e,client-104
ZW020821,Angwa Clinic,Mbire,Mashonaland Central,bb74b9d15aa0485f8d11e0c6921b108f,client-1040
ZW020820,Chapoto Clinic,Mbire,Mashonaland Central,177d2c84de274f8c9d006cc3cfd050b5,client-1041
ZW02080B,Chitsungo Mission Hospital,Mbire,Mashonaland Central,cf013da610214f6a80b8c5a7d9a56766,client-1042
ZW020803,Mushumbi RHC,Mbire,Mashonaland Central,23637dbf3c2a4104b678b96265735a20,client-1043
ZW020802,Masomo Clinic,Mbire,Mashonaland Central,37255e7b846c4723b6a216affa311e72,client-1044
ZW020801,Masoka Clinic,Mbire,Mashonaland Central,b1c7b30e2a294013ac4c7add1e6866d0,client-1045
ZW020777,Nyamaropa Rural Health Centre,Shamva,Mashonaland Central,c0efb8ce88eb4bcbb723707a0ac14a04,client-1046
ZW020776,Shamva Gold mine Clinic,Shamva,Mashonaland Central,b4d2ee3e602f40248ebbed8e88ede54d,client-1047
ZW020728,Takawira Clinic,Shamva,Mashonaland Central,ad589c38c81e4a1491a468245cb81ff9,client-1048
ZW020727,Chihuri Clinic,Shamva,Mashonaland Central,938fe90e726b4af98aa13a2b772dc41b,client-1049
ZW080504,Musvovi Rural Health Centre,Masvingo,Masvingo,619fc430334a499a986377f79032515d,client-105
ZW020726,Chidembo Clinic,Shamva,Mashonaland Central,209ab7049f1140c0b368faf1c40af6d2,client-1050
ZW020725,Bushu Clinic,Shamva,Mashonaland Central,312e97878f454b488a38ce3085bccb8f,client-1051
ZW020712,Wadzanai Clinic,Shamva,Mashonaland Central,d1d367eaa1684b51a9a8072a3fba599b,client-1052
ZW02070B,Madziwa Rural Hospital,Shamva,Mashonaland Central,a3839d016b444bddb07629f5baeeda36,client-1053
ZW02070A,Shamva District Hospital,Shamva,Mashonaland Central,53b7787de02e481986aea0103ac2f46a,client-1054
ZW020705,Mupfurudzi Rural Health Centre,Shamva,Mashonaland Central,564b46fa60784000b0eb670cd91cd255,client-1055
ZW020704,Goora Rural Health Centre,Shamva,Mashonaland Central,ad5594a5573d4d168b47e5fe2b483e9b,client-1056
ZW020703,Chishapa Clinic,Shamva,Mashonaland Central,ebd81957dba54386be038c9602ee35da,client-1057
ZW020701,Nyamaruro Rural Health Centre,Shamva,Mashonaland Central,9f1f1cf680a9479ca494061f341ca67d,client-1058
ZW020627,Chimhanda Clinic,Rushinga,Mashonaland Central,683ddb28884745d798d4f977a7b2c5e9,client-1059
ZW080503,Mushandike Rural Health Centre,Masvingo,Masvingo,88cec9593f114660bd0ea4f7c29d23a0,client-106
ZW020626,Rusambo Clinic,Rushinga,Mashonaland Central,a16524b12a44442fbff3d4cca8107563,client-1060
ZW020625,Bungwe Clinic,Rushinga,Mashonaland Central,9e64ef7201294134b1c2863736607f70,client-1061
ZW02060B,Mary Mount Mission Hospital,Rushinga,Mashonaland Central,1f0bf33e8f684860a5e7150e649e19d3,client-1062
ZW020607,Chimandau Rural Health Centre,Rushinga,Mashonaland Central,914af60200304974bdf615bb202bfb05,client-1063
ZW020606,Nyamatikiti Rural Health Centre,Rushinga,Mashonaland Central,616638f87f444dc09c05cf24041784ff,client-1064
ZW020604,Rushinga Rural Health Centre,Rushinga,Mashonaland Central,933d4317a81c459f8538f4166d51858c,client-1065
ZW020603,Nhawa Rural Health Centre,Rushinga,Mashonaland Central,20a988608880474d88d0474197b6c0d2,client-1066
ZW020602,Mukonde Rural Health Centre,Rushinga,Mashonaland Central,8ff19c13e9f1428f9b48a2d41bad640f,client-1067
ZW020601,Mukosa Rural Health Centre,Rushinga,Mashonaland Central,2f8ec9fd67294a09b1772294841616fa,client-1068
ZW020535,Chitepo Clinic,Mount Darwin,Mashonaland Central,244205ad24a54f498aa75a438616b197,client-1069
ZW080502,Mukosi Rural Health Centre,Masvingo,Masvingo,a2440e3c337e49888891fafe956b92ad,client-107
ZW020534,Chitse Clinic,Mount Darwin,Mashonaland Central,5fd36357b06b476195c454b00c825e78,client-1070
ZW020533,Bandimba Rural Health Centre,Mount Darwin,Mashonaland Central,3a3c8797fe4b469290834a985cdbe86d,client-1071
ZW020531,Mount Darwin ZPS Clinic,Mount Darwin,Mashonaland Central,218ef944e1e84866a9038b467f08a50b,client-1072
ZW020530,Mount Darwin ZRP Clinic,Mount Darwin,Mashonaland Central,ab87afec6b1047edbcb1c1ee91a0bc10,client-1073
ZW020529,Bveke Clinic,Mount Darwin,Mashonaland Central,a21057947a1c4238bb0b18558dbce144,client-1074
ZW020528,Pachanza Clinic,Mount Darwin,Mashonaland Central,0ae3e1dd2fa143b28601429757924a00,client-1075
ZW020527,Nembire Rural Health Centre,Mount Darwin,Mashonaland Central,5f0c18d4616349caafd298687d9d3d1b,client-1076
ZW020526,Kaitano Rural Health Centre,Mount Darwin,Mashonaland Central,452b4fd0467b4d949ac356df594d4948,client-1077
ZW020525,Chahwanda Rural Health Centre,Mount Darwin,Mashonaland Central,b87fc1cef3f740a99bba76b395c692c7,client-1078
ZW02050B,Karanda Mission Hospital,Mount Darwin,Mashonaland Central,f19c1c78677648379d8c8e058f1dd489,client-1079
ZW080501,Alvord Rural Health Centre,Masvingo,Masvingo,fd6ee789ae6d4db9a60cc16a1e91e027,client-108
ZW02050A,Mount Darwin District Hospital,Mount Darwin,Mashonaland Central,d622ad9c13384671976c9f32c636328e,client-1080
ZW020509,Chiburi Rural Health Centre,Mount Darwin,Mashonaland Central,e5934f5071ab4dda896812a6a9f77387,client-1081
ZW020508,Mutasa Clinic,Mount Darwin,Mashonaland Central,1ecb9ea9107f4bec9de299475432f4da,client-1082
ZW020507,Mutungagore Clinic,Mount Darwin,Mashonaland Central,5be9ca4453054fbe96c2c3e3a1bfcae5,client-1083
ZW020506,Tsakare Rural Health Centre,Mount Darwin,Mashonaland Central,938e0890aed34c9cafb49644dbea628b,client-1084
ZW020505,Pfunyangowu Rural Health Centre,Mount Darwin,Mashonaland Central,7429dfe9bd15492dacc5a05d927c017c,client-1085
ZW020504,Nyamahobogo Rural Health Centre,Mount Darwin,Mashonaland Central,cbea6d893a394fbf9cab354c750af0f1,client-1086
ZW020503,Mukumbura Clinic,Mount Darwin,Mashonaland Central,d928d9d080b2467bb5473b5fb014ce4b,client-1087
ZW020502,Kamutsenzere Rural Health Centre,Mount Darwin,Mashonaland Central,c6909b66b41c45139e98599a9332bea4,client-1088
ZW020501,Dotito Rural Health Centre,Mount Darwin,Mashonaland Central,2f045c3c7e1d4783bfed74ddc7de5b21,client-1089
ZW080493,Mukaro,Gutu,Masvingo,182aaa766ade495db2bb65acd0c3d24a,client-109
ZW020487,Shopo Clinic,Mazowe,Mashonaland Central,bed20807863f4afe978a16c2769a3cbf,client-1090
ZW020486,Mazowe Secondary Clinic,Mazowe,Mashonaland Central,92d7e772a8fb4aa9bd44d1ff0ff61513,client-1091
ZW020485,Forrester Clinic,Mazowe,Mashonaland Central,826c9c5391bb4a199a10f99fa653cddf,client-1092
ZW020484,Dambo Clinic,Mazowe,Mashonaland Central,f70712a844ae41368be8b08252785912,client-1093
ZW020483,Montgomery Christian Care Centre,Mazowe,Mashonaland Central,329c7902f011488f8fb7ced8bda8ca98,client-1094
ZW020482,North Eastern Medical Centre,Mazowe,Mashonaland Central,e5f5c519fd764a5f99bc7daea7a718b0,client-1095
ZW020479,Mazowe Prison Clinic,Mazowe,Mashonaland Central,9611061e7f4745ee8ff459481de942fb,client-1096
ZW020478,Storis Clinic,Mazowe,Mashonaland Central,efddb351cfe74ff9b26f263abc943c4e,client-1097
ZW020477,Mazowe Mine Clinic,Mazowe,Mashonaland Central,63051e5a31de4da0bfa555fbfb26f0dc,client-1098
ZW020476,Iron Duke Clinic,Mazowe,Mashonaland Central,99965aa5828d409d805eb44c1357091e,client-1099
ZW090A12,Princess Margaret Rose Clinic,Northern Suburbs,Bulawayo,c92e475105cb43cca91836554d71beb1,client-11
ZW080492,Mutero,Gutu,Masvingo,7a2ab257d1684a1cb0fe234ad7fe6602,client-110
ZW020475,Henderson Clinic,Mazowe,Mashonaland Central,cdd6d3fe2e0f441288d14da314b2d167,client-1100
ZW020447,Tsungubvi Clinic,Mazowe,Mashonaland Central,8271c55992dc4a8c8e6cffe6f091caea,client-1101
ZW020446,Holme Eden Clinic,Mazowe,Mashonaland Central,8721f18af63742c78ae878259c6a04d6,client-1102
ZW020445,Belgownie Clinic,Mazowe,Mashonaland Central,0b6f361c43464b8fa6060f79c0b43cff,client-1103
ZW020432,Nzvimbo Clinic,Mazowe,Mashonaland Central,c1266131b2e0471b8d24b88df21c4f1d,client-1104
ZW020430,Christon Bank Clinic,Mazowe,Mashonaland Central,62ded5616df14442b72234611325fbde,client-1105
ZW020428,Makope Clinic,Mazowe,Mashonaland Central,aa417184d7734df3bf3d6a2b06838ae0,client-1106
ZW020427,Jingamvura Clinic,Mazowe,Mashonaland Central,3f7ffc47becb41f1a87c556557efab2d,client-1107
ZW020425,Bare Clinic,Mazowe,Mashonaland Central,23440c719c4e4aea855d25500285f8d0,client-1108
ZW020411,Von Abo Clinic,Mazowe,Mashonaland Central,19a05afbae7b4bd0850e8b6cbbf77582,client-1109
ZW080491,Serima,Gutu,Masvingo,3c1018311f4445e398a734e4cf137583,client-111
ZW020410,Davaar Clinic,Mazowe,Mashonaland Central,980564bd692d4566b6dcae9ed0dc241c,client-1110
ZW02040E,Mvurwi Hospital,Mazowe,Mashonaland Central,0b40f4d7914c4dd29c1dfdfc14ce8340,client-1111
ZW02040D,Mazowe Citrus Clinic,Mazowe,Mashonaland Central,de8cd8334c434725898e618eacf51549,client-1112
ZW02040C,Howard Mission Hospital,Mazowe,Mashonaland Central,71319051a2764ca1a0f211155231d3e5,client-1113
ZW02040B,Rosa Rural Hospital,Mazowe,Mashonaland Central,a47a29610eb6489193f637db7ddd18e4,client-1114
ZW02040A,Concession District Hospital1,Mazowe,Mashonaland Central,6481fc3747334abcb716a138f1ba33c5,client-1115
ZW020408,Adura Clinic,Mazowe,Mashonaland Central,1df9c9eacf2c42d79dc6365a7793d042,client-1116
ZW020406,Donje Clinic,Mazowe,Mashonaland Central,051a214fa83647dfa467c3cb2a6bebb5,client-1117
ZW020405,Montgomery Christian Care Centre,Mazowe,Mashonaland Central,90a966bfc2fd4516ba573f20c58e3025,client-1118
ZW020403,Shutu Rural Health Centre,Mazowe,Mashonaland Central,9888ed98f6a64c778a8192ee6821b2bf,client-1119
ZW080438,Mataruse RHC,Gutu,Masvingo,b07087418b074362b151299656d8f7fc,client-112
ZW020402,Nyakudya Rural Health Centre,Mazowe,Mashonaland Central,d985d5c40a9542fcbfdc3210e814aec3,client-1120
ZW020401,Chinehasha Rural Health Centre,Mazowe,Mashonaland Central,16c15e5f49394e97ba295e7aea2bc77a,client-1121
ZW020348,Brandon Clinic,Guruve,Mashonaland Central,d9ab5f603efa454ca9cdc15d37333e24,client-1122
ZW020347,Camsasa Clinic,Guruve,Mashonaland Central,ce701c6404774972b279682aa0a38c58,client-1123
ZW020346,Kemutamba Clinic,Guruve,Mashonaland Central,bd9ddb66681a4882a48e096f61a7c242,client-1124
ZW020345,Mugarakamwe Clinic,Guruve,Mashonaland Central,bd34384b0710495e8806ee7507b64f95,client-1125
ZW020344,Birkdale Clinic,Guruve,Mashonaland Central,5addd544b6794805ab726c9b3a3cf4ce,client-1126
ZW020343,Ruyamuro Clinic,Guruve,Mashonaland Central,4f4efadf3c3f4e2c8feea0af482b73d1,client-1127
ZW020339,Nyakapupu Clinic,Guruve,Mashonaland Central,3e62590892e640f6915dbaae7411808c,client-1128
ZW020336,Guruve ZRP Clinic,Guruve,Mashonaland Central,b09982e838ae47b7959e7c2f0450eeb3,client-1129
ZW080437,Dambara Clinic,Gutu,Masvingo,a7785046a5354bbeace7cb82b91d980e,client-113
ZW020334,Gota Clinic,Guruve,Mashonaland Central,4bc157dcf9fd4c98adb96ecfdafd2ca8,client-1130
ZW020333,Matsvitsi Clinic,Guruve,Mashonaland Central,10c1e5f687ff43ceae297d46c569a1e4,client-1131
ZW020331,Kachuta Clinic,Guruve,Mashonaland Central,411f97fda505447bb8e656030281b423,client-1132
ZW020329,Chipuriro Clinic,Guruve,Mashonaland Central,bf31a24ddb0a4eca81d24fe459846a4d,client-1133
ZW020327,Bepura Clinic,Guruve,Mashonaland Central,b9673086aefd482ab9b38db27fb93902,client-1134
ZW020326,Bakasa Clinic,Guruve,Mashonaland Central,b1300831b87f4fcdb4f22fb370607ea3,client-1135
ZW020308,Guruve Centre Clinic,Guruve,Mashonaland Central,5bc06b8ff8c7448694168aa65d23451b,client-1136
ZW020307,Shinje Rural Health Centre,Guruve,Mashonaland Central,4afca8248d2d4d62b1e196eccad743d4,client-1137
ZW020306,Nyamhondoro Rural Health Centre,Guruve,Mashonaland Central,ea690918a8f74ee9820a789cc4fe0372,client-1138
ZW020305,Negomo Rural Health Centre,Guruve,Mashonaland Central,f9db61eff75e407ba5931651620beed6,client-1139
ZW080436,Chepiri Clinic,Gutu,Masvingo,7974ef841f884108b2de14125687ba6c,client-114
ZW020301,Bvochora Rural Health Centre,Guruve,Mashonaland Central,2deca7fb400d4b2a91c2138efb7495c7,client-1140
ZW020285,Chadereka Rural Health Centre,Centenary,Mashonaland Central,dc344bd63b8a435aa422b7ca1386a956,client-1141
ZW020245,David Nelson Clinic,Centenary,Mashonaland Central,f3b0d6c799e345518c076006dae565a8,client-1142
ZW020226,Dambakurima Clinic,Centenary,Mashonaland Central,31c9ad4667e4407986142d15fe7fcd3a,client-1143
ZW020225,Hwata Clinic,Centenary,Mashonaland Central,cb5a342da489490e99b6f9be759942aa,client-1144
ZW02020A,St Alberts Mission Hospital,Centenary,Mashonaland Central,e5257242e24e42b3b8175d7cbdf52e38,client-1145
ZW020209,Always Clinic,Centenary,Mashonaland Central,6d284ca440104b7a8ed309e964f7018e,client-1146
ZW020208,Chinyani Clinic,Centenary,Mashonaland Central,b5a4ff520dd0455d8a65e12fe6e8165f,client-1147
ZW020207,Chidikamwedzi Clinic,Centenary,Mashonaland Central,76caed13eb40442bb0632b520f81efdf,client-1148
ZW020204,Muzarabani Rural Health Centre,Centenary,Mashonaland Central,e05c9da02a4148b4918e1b3e580b3892,client-1149
ZW080435,Magombedze Chitsa Clinic,Gutu,Masvingo,2f6ed52f161e4e1481e587026115bd7c,client-115
ZW020203,Machaya Rural Health Centre,Centenary,Mashonaland Central,c8c62acc93394437a835b4478e5d4e31,client-1150
ZW020202,Hoya Rural Health Centre,Centenary,Mashonaland Central,175b6c65364149ba9e604e3aef931d32,client-1151
ZW020201,Chawarura Rural Health Centre,Centenary,Mashonaland Central,2796aef421c44ca39fcc2d2998e936ae,client-1152
ZW020186,mc Glamorgan Clinic,Bindura,Mashonaland Central,760dc20f90bb4ad988ff41fb9ac3c682,client-1153
ZW020185,Takunda Rural Health Centre,Bindura,Mashonaland Central,0d5e92f9646a432e9073f9e7f9e1d6e7,client-1154
ZW020184,Mupandira Rural Health Centre,Bindura,Mashonaland Central,e929e4ae79d94acdba4b6bd69a39f675,client-1155
ZW020183,Manga Rural Health Centre,Bindura,Mashonaland Central,63dcdc7e911442c18ff9186c1f43eb1c,client-1156
ZW020182,Rutope Clinic,Bindura,Mashonaland Central,e3ec9b6846aa4a4692632e2925fdd0fc,client-1157
ZW020178,Foothills Clinic,Bindura,Mashonaland Central,dfb63ebc7ce64121b604ddb56f1d3139,client-1158
ZW020177,Farm Health Scheme Clinic,Bindura,Mashonaland Central,1c843c420c584ad5ad809df4f80c7eed,client-1159
ZW080434,Chiwore Rural Health Centre,Gutu,Masvingo,cf8f3e3a60ba45f59a2d5b427da35ea8,client-116
ZW020176,Trojan Nickel Clinic,Bindura,Mashonaland Central,09e8e0b558c54ab3bcf2223e7fd02fe3,client-1160
ZW020175,Freda Rebecca Gold Mine Clinic,Bindura,Mashonaland Central,4711c0ad55144a9abff66f2b0f842306,client-1161
ZW020163,Chiwaridzo Clinic,Bindura,Mashonaland Central,34b2f423ffff4dbbb9500afcce8f56af,client-1162
ZW020162,Chipadze Clinic,Bindura,Mashonaland Central,8ce651cd6be4446880649fba2612fe14,client-1163
ZW020161,Rusununguko Clinic,Bindura,Mashonaland Central,792ed794990f4915b7642aef3787f050,client-1164
ZW020146,Manhenga Clinic,Bindura,Mashonaland Central,ff57de1fceb24f45a1bbdd7c67c40871,client-1165
ZW020145,Chiriseri Clinic,Bindura,Mashonaland Central,f2f7157b3e0142fa9fc9452098d1d64a,client-1166
ZW020126,Nyava Clinic,Bindura,Mashonaland Central,2514765fcdc740e79a8e398a3c3c9f08,client-1167
ZW020125,Katanya Clinic,Bindura,Mashonaland Central,3fea88227f464ad7a82d6e84b010927f,client-1168
ZW02010A,Bindura Provincial Hospital,Bindura,Mashonaland Central,d97fea0f09524523b59be230bff54b66,client-1169
ZW080433,Tirizi Satellite Clinic,Gutu,Masvingo,10166f0e788c4f34a05442a82dd45475,client-117
ZW020105,Bindura ZRP Camp Clinic,Bindura,Mashonaland Central,363c346097f540d19b2e2f5aeccd473a,client-1170
ZW020103,Bindura ZPS Clinic,Bindura,Mashonaland Central,587876d7ea514470b9075dbefaa583b2,client-1171
ZW020102,Muonwe Rural Health Centre,Bindura,Mashonaland Central,8f8548d8f01144f5822a547da7072be2,client-1172
ZW020101,Chiveso Rural Health Centre,Bindura,Mashonaland Central,75ffa0ab7cce4f5d8b7ae32656ebc606,client-1173
ZW010795,Spring Valley Clinic,Nyanga,Manicaland,53c46e2797f04bac83e0cada830993fb,client-1174
ZW010794,Nyadowa Clinic,Nyanga,Manicaland,a693e69a87a74868b7f75fb4ea5b09d7,client-1175
ZW010792,Claremont Clinic,Nyanga,Manicaland,d74c6819adf44f5191c9ddd21f8c6142,client-1176
ZW010791,Nyangombe Clinic,Nyanga,Manicaland,fe0c28d1ee9d486e9eae8534ef8da135,client-1177
ZW010763,Erin Forest Estate Clinic,Nyanga,Manicaland,c5f7dab6b3ed48769f6497f3438bdb0d,client-1178
ZW010762,Nyafaru Clinic,Nyanga,Manicaland,30dfcc437576478b8226aa4f88152098,client-1179
ZW080432,Zinhata Clinic,Gutu,Masvingo,7b7c5fc424954f0b8899937ec460e4ae,client-118
ZW010732,Tombo Clinic,Nyanga,Manicaland,74fbfd1b5eb24f0986e5a4aaf439baca,client-1180
ZW010731,Sabvure Clinic,Nyanga,Manicaland,6864dc9847c4412da47b704fbd2b67d6,client-1181
ZW010730,Nyatate Clinic,Nyanga,Manicaland,18a8bc8f64a843798d299e7150fbb40e,client-1182
ZW010729,Kambudzi Clinic,Nyanga,Manicaland,24c10e3201cb47a1b0173e1396a10534,client-1183
ZW010727,Nyamaropa Clinic,Nyanga,Manicaland,35e4925fc96940cba914768ae356a9cb,client-1184
ZW010726,Chiwarira Clinic,Nyanga,Manicaland,165f16c56b1944159eb1d19244586a08,client-1185
ZW010725,Chatindo Clinic,Nyanga,Manicaland,145b950725794275a54f1196ab410fb4,client-1186
ZW010711,Ruchera Rural Health Centre,Nyanga,Manicaland,8a69eea0ef2d4d50b919e9f7a88aa6d4,client-1187
ZW010710,Nyautare Rural Health Centre,Nyanga,Manicaland,8d4590cd9cc842248d8fbceaea98a861,client-1188
ZW01070E,Regina Coeli Mission Hospital,Nyanga,Manicaland,a11b249be4f04a098836b839505643c4,client-1189
ZW080431,Nyazvidzi Clinic,Gutu,Masvingo,09b1de8f2df74d9b8007e0a7bacb70ef,client-119
ZW01070D,Mount Melleray Mission Hospital,Nyanga,Manicaland,c3d6cdcc08074af1b3ead828b123ef7e,client-1190
ZW01070C,Elim Mission Hospital,Nyanga,Manicaland,4b9e1139da7d4cc9b2cd44de4c355541,client-1191
ZW01070B,Avilla Mission Hospital,Nyanga,Manicaland,ac503ded14194fb889bbf64ff47880bc,client-1192
ZW01070A,Nyanga District Hospital,Nyanga,Manicaland,b84988cb1f9e4f5480bbc059fab9e472,client-1193
ZW010707,Matize Rural Health Centre,Nyanga,Manicaland,5f34dcf2bcca4b60a2ffa471b09f0037,client-1194
ZW010706,Nyarumvurwe Rural Health Centre,Nyanga,Manicaland,ad607ab08de547d2b036b88859aa9231,client-1195
ZW010705,Gotekote Rural Health Centre,Nyanga,Manicaland,45d81e584c41461c9f34c3b96af9cf6a,client-1196
ZW010704,Gairezi Rural Health Centre,Nyanga,Manicaland,83f678d8661d45f6a1f01160e3f56708,client-1197
ZW010703,Fombe Rural Health Centre,Nyanga,Manicaland,3e26c9b0f8114d3593415dadb5189ff6,client-1198
ZW010702,Dombo Rural Health Centre,Nyanga,Manicaland,8f9b1627b33d4cd683aa7aa077600388,client-1199
ZW090A11,Pelandaba,Bulawayo,Bulawayo,8b7c79f734a74f4e9715627f21c7d0c5,client-12
ZW080430,Munyikwa Clinic,Gutu,Masvingo,dfb68c6342934407acf29bbe56b59c69,client-120
ZW010698,Premier Central Clinic,Mutasa,Manicaland,910e5b516b3b41cb9a502a34c4b43344,client-1200
ZW010697,Jombe Clinic,Mutasa,Manicaland,0d29aad10f4f4d1fa7fae1fb27ba384d,client-1201
ZW010696,Mapara Clinic,Mutasa,Manicaland,c757f99ad1004151a2c8d318f2ba2dfa,client-1202
ZW010694,St Peter's Clinic,Mutasa,Manicaland,a375b4d27e984210bc80bffe912ae1d7,client-1203
ZW010693,St Augustine's Clinic,Mutasa,Manicaland,6996224aa28842418eecafee7b6f8b19,client-1204
ZW010692,Honde Mission Clinic,Mutasa,Manicaland,6535295b66ea453396bd3de4f4070ea4,client-1205
ZW010691,Gatsi Mission Clinic,Mutasa,Manicaland,d5aeeafddd0e4a2bb2e24fae0b7d6332,client-1206
ZW010672,Sheba Clinic,Mutasa,Manicaland,0ce02ede5c5b4f6d875e5902b21130ad,client-1207
ZW010671,Redwing Clinic,Mutasa,Manicaland,673fddff172049e6bb0bb5a08df1c1b5,client-1208
ZW010670,Imbeza Clinic,Mutasa,Manicaland,81e1a5ab66a24347a82230e328bc46c3,client-1209
ZW080429,Mazuru Clinic,Gutu,Masvingo,201ccfcfa0d54729b8eada09b62aa11a,client-121
ZW010669,Drenane Clinic,Mutasa,Manicaland,735f561365724f09be93fa36388d3647,client-1210
ZW010668,Selbourne/Nyanga Pine Clinic,Mutasa,Manicaland,12fbc47820b5415b803e2683b1b97db2,client-1211
